airline_name,date,content,overall_rating
delta-air-lines,14/04/15,"My wife and I returned to Boston on Saturday from my son's wedding in New Orleans. I had booked Delta to and from New Orleans changing at Atlanta. On the way down a problem emerged. My wife generally signs everything Patti instead of Patricia. I had made the reservation for her for Patti as I always do. A TSA guy decided to make an issue of the difference between Patti (on the boarding pass) and Patricia (on her license) and sent her back to the Delta counter. They changed the boarding pass and all was well. We reached the airport in plenty of time Saturday morning in NO and tried to get everything done at curbside check-in. I got my boarding pass but the machine refused to give out hers. The guy checked the bag and turned us over to a Delta guy walking the floor inside. He put us in a large line for ""special problems."" Since at this time there was about an hour before boarding we weren't worried. However Delta was woefully understaffed the line moved with glacial speed. With about 20 minutes to departure my wife told me to board to make sure at least one of us got home and I did. Meanwhile I was in touch with my wife via cell she had finally reached the end of the line. They told her she was too late to make the plane. They told her she would be on the next flight to Atlanta and there was 20 minutes between its landing and our Boston flight departing so she might make it. Her seat of course had been given away. It turned out the name confusion was an issue again. I will never fly Delta again if I can possibly avoid it.",
delta-air-lines,12/04/15,JFK-NRT-SIN And back. Sky club at JFK was nice but wish food didn't need to be paid for. First flight was largely uneventful the seats were what I expected food was nothing special and IFE was great. The lounge in NRT though needs an upgrade in terms of F&B. A lot of other airlines have more than just small bowls of whatever they're serving. (At least there were showers). NRT-SIN was normal and like the previous flight. The return was similar aside from the fact that Delta actually listened to customer feedback and pushed the departure time from 6 to 7am. Not too thrilled that the arrival into JFK is when a bunch of others come in and result in a 2 hour wait at immigration.,7
delta-air-lines,12/04/15,I arrived at the airport around 8.50 for a 10.15 flight. I was on military orders. They delayed my flight and/or switched my flight 10 times. Put me on Standby on 3 different flights. They gave no preference or concern. I called to talk to customer service and they did nothing. During my flight from Jacksonville to Atlanta they didn't even serve food or drinks because they said they ran out of time. I could have driven from Jacksonville to Norfolk faster. I was in the airport for 14 hours. That is unacceptable and the staff won't tell you if you made standby or not so you have to wait there instead of getting food or leave the area.,
delta-air-lines,12/04/15,JFK to LHR possibly the worst flight and service I have experienced. The cabin crew made it clear that passengers were especially economy were a real inconvenience - the customer service was awful food and beverages dumped on trays and very little interest in the passengers. There was no excuse everyone was polite to the cabin staff and if anything had kicked off it would have been as a result of their rudeness and failure to pay attention. Economy doesn't mean cheap had I been travelling alone I would have travel business but as I was with a group I stayed with them. Compared to Virgin Atlantic and BA Delta is a waste of money will always change the flight or choose another carrier in future once was too much.,1
delta-air-lines,12/04/15,Flew DL from Brussels to Sacramento CA. It turned out to be a really good trip. All flights were on time and connections went smooth. Both ground and inflight staff were very professional and friendly. The special meal I ordered was fine. I would definitely recommend this airline!,8
delta-air-lines,12/04/15,I flew from BNA-ATL-EYW round trip for spring break. Full planes no upgrades available. Its nice to take a full size plane into Key West. All four flight segments were nice clean comfortable. Seat was tight but its coach and no flight was over 1.5 hours. Flight attendants were competent and pleasant on all legs. Loved the gate crew at Key West campy and competent. Made everyone laugh. Easiest way to Key West in my opinion. It wasn't cheap and my Frequent Flyer miles were no good for a First Class upgrade but I didn't mind a single bit.,8
delta-air-lines,06/04/15,LHR-JFK 29th March 2015 - B767-400 - Boarding was slow at Heathrow but very organised we had a basic economy seat on our outbound sector and I've never seen Seats so small my partner is 6ft 6 and could not fit in the seats and although everyone is entitled to someone even had the audacity to recline their seat in front of him knowing he couldn't fit. Flight was full but the services offered were very good and efficient we were offered a complimentary meal and a snack during the flight along with beverages. Flight attendants were very nice and polite however a couple of them were miserable and rude and towards the end of flight they lost interest and almost threw the coffee at us. We were happy to get off the flight it was very uncomfortable. JFK-LHR B767-300 - Our inbound sector was much better we paid to upgrade into economy comfort with exits seats which also meant priority boarding. Seats were not the greatest but legroom was huge and better for my partner. Flight was a night flight and it was very quiet and almost empty flight attendants polite and services offered again were very good. Both aircraft each way were ageing but at least they got us to our destination. I noticed Call bells were not answered and were left for hours. In flight entertainment was good new films offered for free along with games and TV shows. I would recommend Delta but next time would definitely pay to upgrade both ways due to the seat pitch in basic economy.,8
delta-air-lines,06/04/15,Economy Nice CÌ«te d'Azur to JFK 4th April 2015. Flight was about an hour delayed to leave Nice airport but Delta gave all passengers complimentary pizza and drinks as an apology for the wait (even though I had received an email about the delay several hours before). Boarding took forever as the mandatory checks have become very long and tedious (my carry on bags were opened for a second time right before I boarded the plane although this was randomized from what I understand). The plane floors and loos were quite dirty as if a thorough cleaning had not been done in a while. Very limited food choices although staff helpful with snacks. Other than above (oh and the horrendous immigration queues at JFK) everything else was great.,9
delta-air-lines,28/03/15,"DL28 Atlanta-Heathrow 16/3/15. Party of 4. Paid $99 upgrade to premium economy (drinks and seating package). We were offered 2 drinks and noticed all economy passengers were offered same FOC. There was little or no discernible difference between our seats and other seats in economy cabin. We were given the wrong food which was awful. The video equipment failed and it took almost 1 hr. to effect a reset. Hostess never did respond to call had to walk up the plane to report video and food issues. Generally a ""could not be bothered"" attitude.",1
delta-air-lines,28/03/15,Flew Business from BOS to AMS in late February. The newly configured Business cabin on the A330 is now my favorite on any airline or any plane. Very comfortable seat/lie flat bed and personal space. I was traveling with my husband and unlike many other configurations the two middle seats allow two passengers traveling together to actually be together. The food and wine are excellent as usual and the IFE is industry leading. Let me not forget to praise the huge monitor for the IFE. Much larger than other airline's. Delta Business is my preferred airline for international travel. The only areas where they fall a bit short are in the crew professionalism at times. For instance on this flight I was never referred to by name which is just lazy. I just have one other comment and that is I wish they didn't serve a bag of spiced nuts with the first cocktail and instead served something like hot nuts or chips in a dish instead of a bag. Just a little thing but the only are a that isn't top-notch.,9
delta-air-lines,26/03/15,BOS-LAX 738. Boarding was fairly efficient. They boarded basically by two zones after all the preferred boarding for the first/frequent flyer/credit card holders etc. I'm not a fan of the zones as you're always stuck behind someone but at least they turned back people who tried boarding out of their group. They advertise the flight with seatback entertainment on their site but I noticed after booking they often switch to a plane with dropdown monitors. On this flight it switched to an aircraft with dropdowns which actually was not as bad as I thought but not thrilled with how they do that. The overhead monitor showed the latest 'Hunger Games' movie and then the 'Minions' movie which is as good as I would have got with Live TV on the seatbacks. The monitors seem to be every 3/4 rows. They gave nuts/pretzels out twice during the flight which is not bad for legacy carrier and drinks twice. Price was comparable/just below other offerings and at the most convenient times. It arrived early to LAX and had no wait on takeoff due to mid-morning time slot. Middle seat of my row was empty with aided in comfort. 8/10.,8
delta-air-lines,25/03/15,"Flying from LaGuardia to Dallas the flight was cancelled without the airline letting us know then they had no flights for 10 hours from NYC to Dallas. Really? Not even a connection out of their home town of Atlanta. No apologies no sympathy just the typical ""welcome to New York"" chuckle. You would think the airline could have tried to help my family and me for at least 10 minutes without a sarcastic ""sorry but it could be worse!""",
delta-air-lines,25/03/15,Generally I like Delta airlines however they need to have the staff designing connection between small and large airports try to make those flights when the weather isn't perfect. I have had numerous bad experiences connecting between Madison WI and Detroit MI on my way to Boston. I have had to run from one end of DTW to the other end change terminals i.e. run from B to A. I am a Medallion level passenger. Delta needs to work with the Detroit Metro Airport to get connecting flights closer together.,5
delta-air-lines,23/03/15,I used to recommend flying Delta to friends and family. I fly very often and they used to do a great job. This past time while flying they disregarded the seats that I had chosen and put me in the very back row on all of my flights. I get very bad anxiety back there and was very unhappy with this. When I kindly and calmly asked them about this they told me that you now need to pay extra in order to choose a seat ahead of time. Flights are already starting to cost a lot more so there is no way that I am going to pay extra for a seat every time that I fly. I will never fly Delta again as long as they operate this way.,2
delta-air-lines,20/03/15,Never again with Delta. My wife and I experienced delays after delays yesterday March 18 at JFK after our flight to Montreal got delayed several times. It took us from 11.30 to 00.30 the next day to get from Fort Lauderdale to Montreal with a connection at JFK.,
delta-air-lines,20/03/15,6th April KL6149 Schiphol to JFK. Very poor service on a transatlantic flight. Plane was loaded when staff knew there was a technical problem which resulted in us being sat on the tarmac for 2 hours. Inflight entertainment was poor (some of it was chargeable). Food provided was poor quality and tasteless. Staff were not very pleasant or personable. This was a very poor experience which I will not be repeating!,
delta-air-lines,19/03/15,I will never book with them again. I am currently stranded in Seattle with my 3 children who I had booked to fly as unaccompanied minors. We called to book their flights and were assured that everything was in order. After a 5 hour drive to the airport today we were told that they could not go on their flight because it was the last flight of the day out of their connecting city. Even after calling twice to confirm everything before we left! We were offered nothing more than an insincere apology. It's like they didn't even care. What pathetic customer service. Will never fly with this airline.,
delta-air-lines,17/03/15,I was aboard a 767 from MSP to LAS (economy class) and a 757 from LAS to MSP (first class). Flight attendants were friendly and planes were clean and seemed well maintained. On time departures with easy and smooth landings and take offs.,9
delta-air-lines,17/03/15,YWG-MSP-PHX. Flew YWG-MSP on a CRJ-900. I was on the 1 seat side rather than the 2 seat side so I had both a window and an aisle seat. Flight attendant was friendly and frequently came by with snacks and refills. MSP-PHX was on an A320. A little disappointing that the A320's don't have seatback TV's seat was comfortable and on par with every other airlines First Class on A320's. Flight attendant was also friendly and efficient. Food was fine (I had soup sandwich and chips). Same as the first flight she was came by frequently with snacks and refills. For some reason on the YWG-PHX route Delta's First Class is only $75 more than Economy. Delta is now my preferred airline out of Winnipeg and in my opinion is better than Westjet which I flew home.,8
delta-air-lines,17/03/15,"Flew DC to Albuquerque with connection through Atlanta. Arrived in Atlanta followed display boards for departing gate. Got to the gate 90 minutes before departure confirmed gate location was correct and sat down. Sat 10' from the counter the whole time and looked out the window. Thought it was strange the plane hadn't arrived yet and they hadn't made any announcements. Gate Agents were busy issuing Delta Dollars to a bunch of passengers from last flight so the area was very busy. Turned around and happened to see on the reader board along the wall (not behind the gate) that there was a gate change. No announcement was ever made in that terminal that the gate had changed and there was no announcement with out names to go to the gate. It was moved from B28 to B3 literally as far apart as you could get from each other. By the time we got to B3 the door had closed. We found a ""red coat"" employee across the hall. She made it seem like we were idiots and there would have been announcements made. She put us on Stand By from Atlanta to Salt Lake City we had 3 shots to get on one of the flights. However it is spring break and Salt Lake is a huge destination point all flights were oversold and had 30+ people on standby for each flight. In the hustle to get from one location to the other and going to 3 different terminals we saw numerous reader boards that indicated gate changes and while sitting in those 3 different terminals we never heard one announcement for any gate change on a Delta flight. We finally had to buy tickets on Southwest so we could get home. While sitting in their terminal we heard announcements for gate changes over and over and they were paging passengers to check in at the gate. I will never fly Delta again.",
delta-air-lines,17/03/15,CDG to ORD March 3 and one week later back both flights leaved on time plenty of food decent inflight entertainment with a great choice of international movies would fly them again.,9
delta-air-lines,09/03/15,"This is my first experience flying with Delta and I am extremely disappointed. My flight was canceled over 20 hours in advance and I was automatically reassigned to a flight departing 13 hours later. While I appreciate a seat at some point their were 6 flights earlier that I could have been placed on and I was not given a choice. I called Delta and had an associate inform me that I was ""not a priority"" because other flights before mine had been canceled. She also told me my departure weather was the issue she was incorrect. She did absolutely nothing to help me on the phone and was unapologetic. My co-workers on other airlines all departed mostly on time and make it to the same destination I was heading just fine while Delta continued to tell me the weather was not ok. I arrived at the airport at 5am and proceeded to sit in standby flight after flight. As I sit and wait for these flights they are all overbooked by at least 15 seats and I have had several agents act that I am an annoyance when I asked to be put on standby. The attitudes of the agents are generally distasteful and rude. They are treating us as if we are creating the issues and I have offered no apologies on behalf of anyone.",
delta-air-lines,09/03/15,On March 1 2015 my flight from Phoenix to JFK (1247) was delayed due to icy conditions in New York. My 2pm flight finally took off at 4pm. When we were an hour from our destination the pilot informed us that management was diverting our plane to Detroit. We were told that agents would be waiting for us at the arrival gate and would answer all our questions. The agents turned out to be one very disinterested agent who was talking on his cell phone when we arrived and only told us where to go for re-ticketing when prodded. He sent us to gate A53 that already had a line of 150 people when those of us in the back of our plane got there. There was a lone agent to answer all our questions and re-book each person individually. After 1 hour in line we hadn't moved at all. There were no announcements no accommodations no compassion or concern for your customers. No food no pillows no answers! Many of us had family back at JFK waiting for us and we had no information to give. That none of the 1200 people that were diverted lost it is a testament to OUR understanding and patience. Clearly the understanding was one-sided. No one blamed the inconvenience on the airline after all weather happens. What we objected to was the total ineptitude and lack of compassion of the Delta personnel. Eventually a fellow came around with one slice of pizza but I found out about that by roaming the gates looking for information. Most of us slept on the floor as there were no cots or sleeping bags given as an option. It is disappointing that Delta couldn't do better. Eventually some of us received a $100 voucher by insisting on some compensation for our discomfort. I don't imagine I will make much use of it as Delta will be a last choice of airline for me.,
delta-air-lines,09/03/15,Delta recently on a finally two class plane from YWG-MSP (CRJ-900) I believe. Total trip was YWG-MSP-LAS. I despise the United ERJ-145's and similar small product that was on international routes from YWG previously. Thank you to Delta for slightly upgrading the size of your planes out to MSP. Solid 757-300 economy plus to Las Vegas. Solid crew everything was nice and smooth. The 757 had been refurbished had a great AVOD system. Flights on time crew very friendly. I cannot ask for more on this route. It seems to me Delta is making a large effort to improve their customer service and technology and overall experience. It is working wonders it is amazing how far ahead Delta is of United (my other carrier to Las Vegas through DEN). My preferred US carrier.,9
delta-air-lines,04/03/15,Superb flight very helpful cabin crew who couldn't do enough for the passengers and were very friendly. Food good and plentiful as were the drinks. My first time flying with Delta and a very positive experience. Will be booking with them again rather than their partners Virgin who I found (unusually) a little disappointing on the flight home.,9
delta-air-lines,04/03/15,I managed to get back home 43 hours after I left my hotel to get my flight from NY JFK to Dublin. Given no explanation left standing in several queues for hours with refreshments only given hours later. When people in the queue started giving out as nobody had given any information or updates a Delta employee got the police. I'll go via Aer Lingus in future as I know they would not treat people like that. The flight return was maybe 15 euros cheaper but what a mistake it was.,
delta-air-lines,04/03/15,I will never fly Delta again. My wife and I were scheduled to fly out of Atlanta to Wilmington and were made to check our carry on bags at the ramp 15 minutes later we were deplaned. We had just waited 45 minutes in the terminal for a flight crew. They board us and tell us weather stopped the flight. Don't insult our intelligence. That plane sat in my view for 4 hours and we were refused our luggage. 24 hours later no one at Delta knows where our bags are. We re-routed to OAJ customer service in Atlanta assured us they where re-routed. This was totally avoidable.,
delta-air-lines,04/03/15,In early August 2014 I booked a Business Elite ticket from STT to ATL for February 22 2015. My confirmation indicated my seat number and that a meal was included in my ticket. At check-in however I found that Delta had changed my status to Economy with a seat far back in the aircraft. When I called Delta to rectify the situation I and my Son-in-law were both treated rudely. We spent 2 hours on the phone with the result being that I should ‰ÛÏ request to be upgraded at the airport. At the airport there was another 30 minute wait before I could talk to a Delta representative only to learn that I'd have to appeal at the boarding desk. A one hour wait ensued at the head of the line at the departure desk while the Delta representative ignored me waited on other people and fiddled with a computer terminal that wasn't working. The end result was the same rudeness and no help at all. I got neither the meal nor the priority baggage check-in that I had paid for. The flight was late arriving in ATL and I had to run to make my connecting flight to BOS. Delta had changed my seat assignment on this flight also. When I called to file a complaint the Delta Supervisor informed me that Delta changes aircraft seat assignments and passenger status without notifying passengers and confirmed that they had sold my assigned seats to more than one person and that these were normal‰Ûpractices for Delta. I can't imagine why anyone would want to fly with Delta Airlines. Once they have your money they treat you like dirt or worse. There are plenty of other carriers out there. Based on this experience I can't see myself ever flying Delta again. I know I am not alone as there were at least 20 people in line behind me with similar complaints.,
delta-air-lines,04/03/15,Left at the airport in Jamaica for 7.5 hours only to be told the flight was cancelled. Now at 11pm we needed to find our luggage go through the process of finding hotel reservations along with 100 other passengers. The next direct flight home to NYC was in two days. The following morning Delta tells us that our flight leaves in 40 minutes. Now we need to pack and get to the airport fast. We flew business elite and it was so disturbing to find that the armrest was broken and that no wifi or TV. Our choice of meal was eggs or cereal? Should have gone coach. The flight was not cheap and expected more. Realizing now why Delta is not our normal choice of airlines.,
delta-air-lines,24/02/15,SJU-JFK in Economy Comfort seats. Late night flight out of SJU. Crew were fine. Economy Comfort seats had adequate legroom - glad we paid for the extra room because regular coach seats looked like torture for tall people. In flight entertainment though was terrible. Tiny overhead movie screens. I thought Delta had all seat back video screens. I would have been really annoyed had I spent the money to sit in First - those seats were not so much better than Econ Comfort and the same tiny overhead movie screens every few rows. We were handed a tiny roll with some cheese and turkey and a Milky Way with the beverage service. It was not a memorable flight and on this route JetBlue still wins every time.,6
delta-air-lines,24/02/15,Flew from baton Rouge to Orlando Florida via Atlanta. What a mistake! Delayed on our outbound flight to Orlando by more than 5 hours. Delayed on our I bound flight by more than 3 hours. I will never fly Delta again.,
delta-air-lines,24/02/15,12 hour flight TLV-JFK was excellent because of the crew. Upbeat polite couldn't do enough. Economy seating was fine and 3-3-3 configuration on 777 aircraft is very liveable for that duration. Dinner followed by as many sandwiches peanuts and pretzels as you can eat and as much as many beverages as you like all served with a smile both on request and on cabin pass throughs. Crew on this trip had seniority (I asked) and these were folks who understood the profession of customer service. Video on demand is top in class. A grade. Minus 1 point for lavatories that could have been kept a bit tidier for this long of a flight.,9
delta-air-lines,24/02/15,We were traveling with a 10 month old infant. We were connecting flights at St Paul Airport to Kansas City. Our flight was supposed to depart at 7.35 pm. When we got to the gate we were told the flight was delayed for 2 hours. What amazed me was that the plane was at gate. When we asked then why the delay we were told that because there was no pilot available. Now we are getting stuck with our baby girl in the airport for 2 hours when we had no baby food left. No more Delta for me!,
delta-air-lines,18/02/15,MAN-AMS-EWR EWR-ATL-MAN. Flights all left on time. Nice FA's. Regular drink/bar service. Nice that you get a bottle of water each. Main issue was that seats were uncomfortable on the flights to NY and back from Atlanta. Flights on these were on old 25 year planes and you felt it.,8
delta-air-lines,18/02/15,Flew NYC-CDG via DTW on Delta. The positive point is I was upgraded to First Class on the US journey but this isn't worth it you only can drink whatever alcohol you like. Seats were uncomfortable on the over-atlantic flight staff rather impolite and not caring at all. Arrived on time. Food was not satisfying not tasty. Entertainment is to my eyes the only interesting point on Delta. Too expensive for so low standards.,3
delta-air-lines,18/02/15,NRT-PDX-NRT in Premium Economy. I'm a frequent flyer with Delta but usually fly in business class. Going to Portland the food was far superior to the food on the return I'm certain it is because of the high level of catering here at NRT. On the return the amount of food was not good either and there was no food available in the galley. I had to beg to get peanuts and it seemed like I was getting a big favor from the FA (hello 10-hour flight no snack besides ice cream). The seat has enough legroom has a recline that doesn't interfere with the person behind you too much except for making the AV angle uncomfortable to watch for the one behind. Great AVOD which is Delta's selling point in economy. FAs pleasant but not overly so-just doing their job. The toilets were not cleaned throughout the flight. They were stocked with paper products but never once cleaned and trash was overflowing. It was bearable but not enjoyable overall. Hard to come down from business class with a lie-flat seat and good food.,7
delta-air-lines,11/02/15,I flew Delta from St. Louis to Las Vegas via Minneapolis. All four legs left and arrived about on time. The planes MD-90 and 757 we're clean and comfortable. All four of my flights had wifi. The flight attendants were friendly and offered a small snack on the longer legs. The pilots made announcements as appropriate. I will fly Delta again if given the choice.,9
delta-air-lines,11/02/15,LCA-AMS-EWR and EWR-CDG-LCA. Flights on time overall good service. Food drinks and entertainment was good. On return flight was bit delayed because of snow and baggage arrived day after because of handling issues at the transit on French airport (CDG).,9
delta-air-lines,11/02/15,Flew from BOS to DFW via CVG January 23rd. Very good experience small aircraft both legs but clean I was in Economy Comfort. Flight attendants very good with excellent customer service. From CVG to DFW the flight was delayed due maintenance but it was repaired and the flight went without any issues. Arriving in Dallas just some minutes late but the baggage service was very good and the bags were out quickly. My return flight was DFW to BOS via ATL January 29th also very good planes were full both legs. I didn't get economy comfort on DFW-ATL but paid $19 for a preferred seat I think it was not a good idea since got group 2 and almost didn't get space for my carry-on because group 1 passengers almost got it all. I think if you are paying something extra for a seat you should go on group 1 despite that the flight was very good and the flight attendants were ok. The leg from ATL- BOS was very nice I got Economy Comfort flight attendants very professional and cool both flights departed and arrived on time.,10
delta-air-lines,11/02/15,LGA-BNA operated by Endeavour Air on Jan 30th. Aircraft - 2 week old CRJ900. Departed 2 hours late due to the plane arriving late and the crew attempting (unsuccessfully) to fix a broken overhead bin lock. Eventually they gave up and scotch-taped the bin cover so it wouldn't open during the flight. Otherwise the flight was uneventful and fairly comfortable. Snacks and soft drinks were distributed and the FA's were attentive. My return flight from BNA got cancelled due to LGA completely shutting down due to the winter storm on Feb 2nd so I got rerouted to JFK via ATL. The 40-minute flight from BNA to ATL was uneventful and was on a completely full 23.5 y.o. A320. No food or drink service on this short flight. The ATL-JFK eventually departed 3 hours late despite most other JFK-bound domestic flight cancelled. The MD88 was completely full which was understandable given that the three previous flights to JFK were cancelled that day. Despite its age the aircraft was comfortable and the flight smooth. Upon landing in JFK we had to wait another 1.5 hours on the taxiway for a gate to become available. Bottom line: Delta got me back home albeit 8 hours late but I think that's pretty good given the circumstances.,6
delta-air-lines,11/02/15,Flew LAX-YVR with Delta. My first time with Delta and I was impressed. Took a 6am flight so I was at the airport at around 4am but the staff was present and was able to lift my mood even without my morning coffee. Barely a wait for security or bag check. When I got to my gate the flight crew was already there and chatting with travellers. Boarding was quick. Unfortunately there was a slight delay due to 'mechanical failure' but I still arrived on time. FA were excellent with 3 drink services (I think) and offering coffee and water in-between. I slept about 1.5 hrs out of the three hour flight comfortably due to the lovely headrests that adjust in multiple ways. Didn't try to recline my chair however.,10
delta-air-lines,11/02/15,Suffering from a sinus/head cold I was not anticipating my return from LAX-JFK-BDA on a red eye. My flight was scheduled to depart LAX at 9.40pm and I checked in at Delta's Priority counter around 8:00pm and proceeded quite quickly thru security and found my way to a very crowded SkyClub. When we boarded the aircraft I was pleased to discover that this plane was a newly converted B-767 with the new Business Elite product-proceeding to my seat my coat was stowed and I was served champagne in a champagne glass (so unlike American who still give you those tacky plastic cups) for a pre-flight drink. The seat was 4A and quite comfortable and reclined to a full lie flat bed a nice pillow and quilted blanket as well as an amenity kit. As soon as we were air borne I changed into pajamas and slept most of the way to JFK. The crew were quite keen to help as were the nice ladies in JFK SkyClub during my transit time for BDA. The JFK-BDA flight was also very pleasant although I slept on that one also. All in all a very nice experience with Delta on this route especially with the new Biz Elite product between LAX and JFK-will look forward to doing it again.,10
delta-air-lines,06/02/15,LAX-JFK-Zurich 24th Dec 2014. Return Jan 7th 2015. First leg of the flight came in late so we missed our connecting flight. They scheduled everyone who missed the connection on the same flight a few hours later ensuring it was busting to capacity. No seats unused. Even though I get airsick and need to be next to the window they refused to accommodate-even though I'd paid more for a window seat on the flight their delay made me miss. Then later delayed on the runway 4 hours-apparently because they were waiting for a manifest. The seats were just atrocious. I've flown economy all my life and never felt so uncomfortable. I will do anything to never have to fly this airline again.,
delta-air-lines,28/01/15,Traveled home from New York to Heathrow on 18/1/15 on Delta Airlines at 7pm flight DL401 with my Husband and three friends and our complaint is that the Stewards and the Stewardesses were totally ignorant and only spoke when asking us what we wanted (food and drink). They did not interact with the passengers at all and the food was almost thrown at us this was our first flight with Delta and it will be our last.,
delta-air-lines,28/01/15,My daughter just flew in from Miami they cancelled hundreds of flights because of the incoming storm however they chose not to cancel hers took off 1 hour 15 minutes late. Landed 2 hours 15 minutes late diverted from LaGuardia to JFK shuttle service to LaGuardia was cancelled due to weather and they literally left their customers stranded with no way to retrieve their vehicles to get home. My daughter is currently stranded. This flight should have been cancelled as were all other flights.,
delta-air-lines,26/01/15,"Philly Atlanta Sarasota and back. Out was an MD88 and MD90. Had a bad ankle. Gate agents allowed early boarding on both flights. FAs all friendly. Basic service no complaints. All flights all on time aircraft clean and plenty of room at 5' 10"". Return was MD90 and a 757. Again friendly gate agents and FAs flights all on time and overall good service. As an AE platinum card holder got free checked bag each way.",9
delta-air-lines,23/01/15,Flew SYD-DCA via JFK and return from DCA-SYD via LAX. Both flights were really good. Very friendly cabin crew and individual greetings by the captain. Food was average plane food with 3 meal services from the SYD to LAX and LAX to SYD. I would definitely fly Delta again great service good clean aircraft and also a wide range of inflight entertainment.,10
delta-air-lines,23/01/15,Columbus (CMH) to Managua Nicaragua and back. Personally I felt that Delta delivered an enjoyable experience and I would gladly travel with them again. 1) My initial flight from CMH to Atlanta went well. We left and arrived on time. The plane itself was clean and neat and seats were surprisingly comfortable although my shoulders could have used a little more room. Flight staff were courteous and even though we were on a booked flight I felt comfortable. 2) We experienced over a one hour delay from Atlanta to Managua and had to wait in the plane for about 45 minutes because of traffic over Florida (not Delta's fault). This plane was not nearly as nice as the first (no seat dividers) but the staff were friendly and the flight was still enjoyable. I flied in the Economy class upon my arriving flight. On the way from Managua to Columbus: 1) I flew in the business class cabin and was immediately greeted by friendly staff who were eager to give me whatever drink I desired. The seats were very comfortable and a delicious meal was served. The flight both left and arrived on time. 2) After arriving back in Atlanta we were greeted by an insanely long line to pass through customs. I don't know how much influence Delta had but I had a two hour lay over and just barely made it to my next flight. For the flight from Atlanta to Columbus I flew in the first class cabin which was surprisingly less comfortable than the business class one that I had been in previously. I slept for the majority of the time but was still given good customer service and the flight both left and arrived on time. After this experience I would recommend Delta but would suggest that you have at least a two hour layover to prevent any problems with connecting to another flight.,8
delta-air-lines,21/01/15,I booked two round trip flights from Houston to Lagos Nigeria. The first leg of the first flight was in October 2014. On this leg I flew business class and the flight was comfortable and very pleasant. The return trips to Houston 2014 in December and to Lagos in January 2015 were a totally different story. I flew economy on these flights. The seats were terribly uncomfortable (even though I was in economy comfort) and the conditions were deplorable. By the end of the flight bathrooms were indescribable! There was all sorts of trash and food in the aisles were the passengers had apparently not taken the time to throw their refuse away. I have never had such a miserable experience.,
delta-air-lines,19/01/15,We flew TUS-ATL-EVV on the way EVV-DTW-ATL-TUS on the way back. We have two kids and traveling is not always easy. But Delta did a fine job of making things smoother for us by letting us board early and treating our kids very well. (They seem to be the only airline that still gives kids their wings). We were delayed getting out of DTW and the pilots openly made an effort to get us to ATL on time recognizing that people had connections to make. They were true to their word taking a shortcut and flying at a higher speed and we arrived in ATL 10 minutes later rather than the 30-40 we expected. The MD-90 we flew between TUS and ATL was brand-new inside and we were impressed by the service we received from the crew. The fact that you get a drink and a snack is nice I know people that fly Delta just for the Biscoff cookies. The planes are for the most in great condition though the Airbus 320 we flew had a few loose tray tables and could stand to be updated. I've been pretty dissatisfied with American airlines except for Southwest but Delta trumps all of them in terms of flight quality service and passenger dedication. One small irritation: some of the in-flight entertainment is pay-per-view.,9
delta-air-lines,19/01/15,Travelled from Detroit to Paris in Business Elite on Delta's Airbus returning from Rome to Atlanta on a B767. To say the least I was extremely pleased on both flights though the 767 was a little tighter in comparison to the B777 and Airbus. Service food were excellent. Delta continues to be my favorite airline.,9
delta-air-lines,19/01/15,Connecting flight was boarding when my first flight was landing. Agent at the desk said she would call through but I had to get from one end of the airport to the other. I am an older person and went as fast as I could. My mouth went sandpaper dry and I felt quite faint only to arrive at the next flight to find the gate closed! It was Deltas fault I was late there should have been plenty of time between flights if they hadn't delayed so long leaving a small airport initially that didn't have a line up of flights going out. They spent too much time deciding whether or not to de-ice the plane! I'm glad they were careful and did it but could have got the job done a lot faster and got the flight in on time. As the plane for my next flight was still there I begged the agent at the adjacent gate to allow me to board as I couldn't spend the night and next morning in Minneapolis waiting for a flight to Newark. Fortunately she co-operated called through and they opened the door to let me on. I felt the stewardess was unfriendly as I boarded the plane probably thinking I should have been there on time. I think in situations like this there should be some pick up at the gate to get you to the next flight without having to nearly make yourself sick to get there and following flights should wait for all booked passengers making connections when Delta has caused the delay. This might have been a one off situation. I usually have found Delta friendly and helpful as the agent was who helped me to get on my flight.,7
delta-air-lines,14/01/15,Took the trouble to order kosher and vegetarian meals for my party of 4 only to find that the kosher meal comprised an apple and 2 bananas and the vegetarian meal was some cut melon - Delta seem to have lost all creativity when it comes to meals? To make matters worse since half the flight must have ordered the same special meal none of which was opened or eaten by any passenger the flight crew then proceeded to open each sealed package and throw out the fruit so that they could retrieve their special cheap Delta plates for later use. I personally witnessed at least 20 such meals being discarded. I regret having had to use Delta on this trip after having managed to avoid it for so many years.,3
delta-air-lines,14/01/15,JFK-NRT-SIN. Lounge at JFK was nice the flight was long and seats were narrow. The food could be improved but then again the catering was from JFK so my expectations weren't high. Crew were fine and overall the flight was good. Wish I used the showers in the NRT lounge as I was in for a longer wait than expected. Departure was pushed back an hour and we waited another hour and a half on the ground due to traffic. The staff handled the delay well and the wait was more comfortable than expected. Landed in SIN at 3am as a result. Still good experience overall.,9
